customer_id,age,monthly_income,avg_account_balance,transactions_per_month,credit_card_spend,loan_status,days_since_last_txn
C01456,44,188337,1126299,21,324751,Car Loan,168
C01457,31,145549,1279869,18,65638,Home Loan,57
C01458,33,191773,195477,60,355115,No Loan,132
C01459,54,157799,1219596,18,258140,Personal Loan,160
C01460,45,183499,1940272,1,406478,Car Loan,170
C01461,27,167764,305065,14,400669,No Loan,146
C01462,24,51625,1519363,8,239015,No Loan,31
C01463,28,44918,475223,66,176246,No Loan,120
C01464,40,192208,1868468,51,378864,No Loan,2
C01465,49,134826,1564750,79,339904,Home Loan,128
C01466,30,134881,419287,60,399388,No Loan,168
C01467,63,35577,726478,34,76788,No Loan,47
C01468,54,105155,184354,36,280062,No Loan,166
C01469,46,131776,1669589,62,269341,No Loan,132
C01470,61,119246,325589,1,359271,No Loan,76
C01471,23,178761,741427,42,144749,Personal Loan,10
C01472,26,162226,1397928,1,404255,No Loan,21
C01473,25,114948,1501608,54,289929,Personal Loan,11
C01474,25,41341,1422003,47,266714,Personal Loan,52
C01475,43,117554,90779,39,72242,No Loan,54
C01476,29,127798,1056636,30,404871,Personal Loan,52
C01477,55,66330,655094,7,229810,Personal Loan,20
C01478,40,107759,1329451,22,47907,No Loan,18
C01479,62,106807,344974,50,271593,No Loan,87
C01480,55,53313,1693735,45,286774,Personal Loan,93
C01481,38,66900,550007,74,336802,Car Loan,65
C01482,37,98840,1626980,72,46371,No Loan,58
C01483,44,185767,1568159,10,404207,No Loan,176
C01484,23,181297,555613,14,24887,No Loan,58
C01485,52,106072,945101,46,13859,No Loan,150
C01486,55,116367,989943,75,416856,Personal Loan,2
C01487,58,69156,1068127,6,310483,No Loan,115
C01488,33,107453,360431,21,484284,No Loan,57
C01489,45,178901,1339998,62,497981,No Loan,61
C01490,29,45938,489405,19,184307,No Loan,145
C01491,24,79164,20141,62,497516,No Loan,125
C01492,34,80282,335057,53,496372,No Loan,36
C01493,57,67801,825047,24,264656,No Loan,112
C01494,54,160537,1699922,56,343126,Home Loan,94
C01495,31,23326,723111,62,284056,Car Loan,77
C01496,61,154731,1690548,34,230639,No Loan,141
C01497,23,178666,294596,22,120639,No Loan,104
C01498,48,135819,1469517,68,166587,No Loan,4
C01499,49,24763,579679,57,408632,No Loan,94
C01500,29,161900,1698152,10,466032,No Loan,128
C01501,23,67588,1783996,66,207582,No Loan,62
C01502,45,31221,1167111,8,377925,Personal Loan,19
C01503,54,162283,147770,38,436962,No Loan,42
C01504,32,33569,244947,62,174847,No Loan,84
C01505,62,57860,615999,28,364211,Home Loan,93
C01506,29,65337,869282,10,274371,Personal Loan,41
C01507,35,164587,1949741,45,406247,No Loan,107
C01508,60,91695,1318085,65,239891,No Loan,93
C01509,45,126749,757913,67,295144,No Loan,73
C01510,25,175976,889094,9,313397,No Loan,108
C01511,31,63790,572660,5,110848,No Loan,114
C01512,54,88580,1621998,10,329708,No Loan,166
C01513,44,25636,829255,12,120921,No Loan,175
C01514,35,97129,600446,58,358113,Personal Loan,124
C01515,58,153964,1936084,21,384758,Personal Loan,5
C01516,28,41672,1037564,21,149385,No Loan,122
C01517,25,25812,1815023,65,245398,No Loan,41
C01518,46,20654,1186597,3,337330,No Loan,57
C01519,38,74633,578684,69,222832,No Loan,170
C01520,26,37143,1424056,64,450967,No Loan,9
C01521,57,75934,1085488,49,314636,Home Loan,88
C01522,33,87334,1110523,72,292508,Personal Loan,77
C01523,48,123463,518676,17,411577,Home Loan,110
C01524,25,145851,495913,73,67949,Personal Loan,38
C01525,33,49087,1097963,32,106330,Car Loan,140
C01526,37,162690,986469,70,424286,Personal Loan,166
C01527,60,28446,283652,21,103722,Car Loan,10
C01528,52,122127,1361312,7,153481,No Loan,109
C01529,49,68867,638537,7,29854,No Loan,15
C01530,23,80101,6919,27,96742,Personal Loan,32
C01531,60,178272,834027,8,119625,Car Loan,58
C01532,54,108074,145689,73,29655,No Loan,50
C01533,60,138422,1522060,28,403168,No Loan,14
C01534,47,107892,38298,79,429581,No Loan,42
C01535,33,140044,1290801,66,476514,Personal Loan,26
C01536,53,59148,1978009,71,328300,No Loan,55
C01537,26,102928,238725,47,230305,Personal Loan,120
C01538,44,171770,281600,10,121232,Car Loan,112
C01539,39,193542,1163175,33,187796,Home Loan,59
C01540,36,71660,1926684,7,277599,No Loan,114
C01541,60,55450,1137297,3,218818,No Loan,108
C01542,48,53757,829356,14,440889,No Loan,174
C01543,53,98012,815672,44,132046,No Loan,111
C01544,61,126750,354525,46,274823,No Loan,99
C01545,33,147043,276372,61,192863,Home Loan,7
C01546,63,182462,813118,36,27429,No Loan,134
C01547,45,76116,541208,13,280217,Home Loan,80
C01548,62,164233,1585296,16,70207,Car Loan,129
C01549,56,52152,1510367,5,30365,No Loan,144
C01550,47,126379,1688371,38,449144,Car Loan,120
C01551,58,40836,1446229,50,242975,Personal Loan,3
C01552,27,177403,1387445,38,336597,No Loan,25
C01553,25,161835,1802511,56,106657,No Loan,77
C01554,63,89444,1742846,63,7784,No Loan,71
C01555,51,113109,651052,48,374673,No Loan,132
C01556,43,170259,166298,59,492178,Personal Loan,127
C01557,62,163029,209222,77,130229,No Loan,4
C01558,30,155451,326243,44,232273,Personal Loan,90
C01559,52,179031,1166133,55,251428,No Loan,68
C01560,63,102018,1926768,55,120913,No Loan,2
C01561,50,143076,547301,1,143363,Personal Loan,165
C01562,59,178177,1599310,8,477678,Personal Loan,93
C01563,51,151949,896641,4,288298,No Loan,0
C01564,38,199425,501409,53,257946,No Loan,135
C01565,56,103788,730735,58,287794,Home Loan,12
C01566,22,116870,985013,37,199813,Personal Loan,177
C01567,34,103308,1680125,49,233420,No Loan,111
C01568,33,77913,1935747,67,95830,No Loan,7
C01569,49,22637,267701,19,298345,No Loan,157
C01570,32,62025,1746325,1,432695,No Loan,112
C01571,59,119508,708060,29,72920,Personal Loan,167
C01572,22,102464,135878,33,213869,Home Loan,78
C01573,52,48742,628431,52,443459,Personal Loan,121
C01574,33,31831,553866,41,461811,No Loan,73
C01575,47,133768,1652643,23,162806,Home Loan,126
C01576,61,105092,669956,5,219999,No Loan,160
C01577,37,110879,1897508,71,81451,Car Loan,112
C01578,60,108370,601822,57,236889,No Loan,51
C01579,51,146537,801561,6,374313,No Loan,120
C01580,54,197834,461610,49,99978,Personal Loan,32
C01581,44,124824,202118,22,42568,No Loan,72
C01582,55,108741,803028,77,248586,Home Loan,95
C01583,26,38830,594643,76,156865,Personal Loan,36
C01584,39,75044,542262,4,314348,No Loan,68
C01585,50,93948,1251321,72,439962,Personal Loan,131
C01586,27,89202,1952012,64,425205,No Loan,59
C01587,30,57045,1304942,37,180537,No Loan,73
C01588,61,127509,1442514,31,221913,Car Loan,30
C01589,52,177699,491649,37,192455,Home Loan,13
C01590,54,35198,861634,45,16767,No Loan,59
C01591,48,89521,79442,8,300796,No Loan,67
C01592,35,126471,682178,40,476948,No Loan,127
C01593,50,49475,1633462,5,84244,Home Loan,25
C01594,57,39403,138726,28,406599,Car Loan,151
C01595,49,23681,563046,9,464000,No Loan,136
C01596,42,111555,1864212,2,363877,Home Loan,34
C01597,24,138884,132309,63,322233,No Loan,105
C01598,40,113122,695288,51,26440,No Loan,23
C01599,52,135260,518644,31,314587,Car Loan,158
C01600,56,193364,189681,7,318469,No Loan,82
C01601,24,125386,1608416,30,217838,No Loan,168
C01602,47,156701,408552,58,226262,Personal Loan,35
C01603,37,113246,1362757,3,55919,No Loan,100
C01604,32,115864,152278,51,147683,No Loan,33
C01605,42,28417,1612695,56,194555,Car Loan,120
C01606,37,138888,1097139,73,415673,Personal Loan,38
C01607,30,185837,1071937,10,403472,Home Loan,22
C01608,21,94499,1881343,61,448072,No Loan,79
C01609,42,150908,1128045,50,499723,No Loan,171
C01610,46,47675,1574157,47,302677,Car Loan,69
C01611,38,191635,1564147,1,361970,No Loan,58
C01612,34,31332,555104,57,98995,No Loan,153
C01613,49,39177,1835286,38,159353,No Loan,21
C01614,32,150560,1724555,62,329419,No Loan,108
C01615,56,77104,239295,79,394741,No Loan,110
C01616,55,104335,621767,70,147525,Home Loan,87
C01617,32,134938,31819,65,399467,Car Loan,39
C01618,27,100730,1982821,62,370888,Personal Loan,84
C01619,49,156023,1045801,56,19507,Home Loan,93
C01620,31,48333,1438050,67,210468,Home Loan,10
C01621,53,41673,13798,17,217716,Personal Loan,116
C01622,26,134421,685503,8,421122,No Loan,8
C01623,35,60870,841127,60,466401,No Loan,11
C01624,52,147536,1479539,40,492807,No Loan,153
C01625,31,91101,1821806,62,275337,No Loan,37
C01626,43,42821,1808123,41,489774,No Loan,130
C01627,46,45494,1707408,12,359336,No Loan,125
C01628,54,119477,1730118,54,238143,No Loan,142
C01629,54,146083,1307376,11,212521,No Loan,174
C01630,49,132698,538703,60,326186,No Loan,132
C01631,24,131560,1982165,68,321660,No Loan,53
C01632,37,151907,1461800,78,474381,Home Loan,23
C01633,55,38646,1665502,46,161764,No Loan,138
C01634,33,143777,1596316,38,332634,Home Loan,120
C01635,61,97360,1510867,61,33512,Car Loan,118
C01636,59,57335,1454912,17,141791,Personal Loan,160
C01637,35,89351,1773321,66,186499,Personal Loan,73
C01638,49,134934,639493,72,420865,Car Loan,179
C01639,49,153501,1071746,36,12402,No Loan,170
C01640,31,61950,21259,74,365024,Car Loan,120
C01641,52,80654,289243,7,119764,Home Loan,127
C01642,22,127422,1194297,16,140288,Personal Loan,43
C01643,34,129934,1182970,14,245739,No Loan,89
C01644,40,139975,1018295,25,31050,No Loan,163
C01645,42,111186,1374978,4,95808,Personal Loan,11
C01646,31,124234,1225685,29,50093,Personal Loan,2
C01647,47,122326,1327525,56,5050,Personal Loan,49
C01648,23,97527,1562788,6,308860,No Loan,156
C01649,37,106704,1308175,1,115455,No Loan,107
C01650,64,182171,1096723,39,395654,No Loan,15
C01651,48,190457,79280,1,370830,No Loan,167
C01652,49,186991,1230701,63,47431,No Loan,26
C01653,41,116952,373921,57,243445,No Loan,122
C01654,36,80782,1675705,67,278904,No Loan,69
C01655,57,91116,1538185,65,470830,No Loan,41
C01656,40,109626,1702590,65,147545,No Loan,137
C01657,26,191459,395503,21,43815,Car Loan,124
C01658,39,166895,81215,30,193532,Home Loan,165
C01659,25,66015,1690773,33,402473,Personal Loan,135
C01660,23,122877,1411085,48,87986,No Loan,145
C01661,21,35339,1326705,22,25634,Personal Loan,144
C01662,58,154563,1328111,54,322547,No Loan,57
C01663,35,151778,534149,4,46573,Car Loan,105
C01664,54,117493,266968,55,421864,Personal Loan,65
C01665,55,166800,1760864,44,223784,Personal Loan,171
C01666,45,158069,301508,12,442196,Home Loan,83
C01667,44,149526,349543,79,127099,No Loan,8
C01668,32,189595,1543827,74,272440,No Loan,175
C01669,38,141648,1826936,52,453413,Personal Loan,166
C01670,35,45163,519060,76,284103,No Loan,104
C01671,64,168790,229402,65,14570,No Loan,88
C01672,36,107508,572211,65,297567,Personal Loan,88
C01673,47,59619,930423,10,80263,No Loan,87
C01674,28,32126,1240544,18,411115,Personal Loan,5
C01675,45,84926,506854,47,166857,Car Loan,157
C01676,37,60633,1401538,66,112446,No Loan,122
C01677,49,23317,695200,49,193878,No Loan,73
C01678,28,64980,1751191,72,319107,No Loan,102
C01679,35,64115,1386880,22,498863,No Loan,145
C01680,47,63158,1181741,26,471091,No Loan,170
C01681,27,198703,1283890,9,34341,No Loan,32
C01682,23,125364,406392,21,5597,No Loan,146
C01683,49,35504,300673,63,485864,No Loan,86
C01684,64,177732,1503198,6,495446,Personal Loan,68
C01685,44,57196,673301,14,403460,Home Loan,123
C01686,23,85938,530957,33,134868,Home Loan,25
C01687,40,159677,1027936,71,107127,No Loan,156
C01688,35,77388,1794718,24,75589,No Loan,151
C01689,45,75501,1957381,73,421744,Personal Loan,5
C01690,50,47043,312003,75,246992,No Loan,38
C01691,34,53635,1633650,51,411864,No Loan,3
C01692,27,100691,711443,2,346111,Home Loan,127
C01693,37,53132,1598187,15,131607,No Loan,57
C01694,64,35366,235502,35,310613,No Loan,47
C01695,40,113944,1835113,36,499404,Home Loan,59
C01696,56,135267,1583885,39,195984,Car Loan,25
C01697,29,59236,525766,4,306637,No Loan,76
C01698,58,24150,306951,64,465633,No Loan,167
C01699,42,131369,395449,74,45785,Personal Loan,85
C01700,22,39423,317499,6,253138,Personal Loan,122
C01701,44,24137,500655,57,347161,No Loan,55
C01702,28,49992,1691279,30,369915,Personal Loan,38
C01703,31,130540,275855,74,391170,Car Loan,80
C01704,33,135140,461295,67,494593,No Loan,166
C01705,37,195993,1061480,15,459777,Car Loan,175
C01706,28,141225,1641897,17,161941,Car Loan,24
C01707,41,86917,1809523,18,196166,No Loan,161
C01708,38,93690,1926486,19,231427,Home Loan,126
C01709,50,54235,125035,76,30192,No Loan,148
C01710,38,39122,1798723,69,200229,Personal Loan,24
C01711,51,43956,1239744,24,489318,Home Loan,88
C01712,58,83879,1275242,48,479699,No Loan,21
C01713,52,78560,1809717,30,79941,Personal Loan,22
C01714,31,130310,270237,15,319688,Home Loan,152
C01715,45,175732,292062,47,135475,No Loan,153
C01716,53,21168,995247,44,429307,No Loan,29
C01717,58,65124,198708,27,183582,No Loan,165
C01718,61,186969,719166,64,481277,Personal Loan,102
C01719,28,166104,1194042,41,5017,Car Loan,161
C01720,31,72797,1178077,68,170275,Home Loan,76
C01721,42,55294,789516,5,187545,No Loan,72
C01722,44,194899,621798,53,183195,No Loan,142
C01723,61,23516,1147284,8,310404,No Loan,94
C01724,37,170823,627107,22,45938,No Loan,171
C01725,32,50373,1035649,7,189001,No Loan,94
C01726,52,142026,1289179,22,85265,No Loan,137
C01727,35,50270,935784,46,487182,No Loan,116
C01728,36,161458,565591,30,366264,Car Loan,36
C01729,42,85184,556741,16,168444,Personal Loan,6
C01730,48,57879,1568484,79,363872,Personal Loan,123
C01731,40,69597,900318,5,184324,No Loan,31
C01732,53,190204,1900703,67,276772,Car Loan,10
C01733,30,23626,728809,23,385383,Home Loan,175
C01734,60,105936,1577102,61,143573,Home Loan,108
C01735,52,101515,161837,74,118165,No Loan,91
C01736,53,75390,1449132,5,423347,No Loan,47
C01737,22,167717,524676,23,351246,No Loan,44
C01738,53,74144,1800651,79,351504,No Loan,94
C01739,53,164454,1015913,25,119346,Personal Loan,32
C01740,61,24025,1615921,8,330492,Car Loan,117
C01741,33,194298,1971677,21,360492,No Loan,131
C01742,50,99380,1766924,2,92862,No Loan,46
C01743,53,138910,1672519,22,246393,Personal Loan,121
C01744,33,116055,1330745,72,9402,No Loan,52
C01745,46,146189,274289,72,91861,Personal Loan,125
C01746,42,154515,630494,68,449172,Personal Loan,158
C01747,59,41395,1240445,64,388265,No Loan,158
C01748,22,30725,1881731,19,182992,Home Loan,26
C01749,58,53461,602518,53,262084,No Loan,88
C01750,59,61115,1975910,52,107089,Home Loan,175
C01751,46,130084,684290,47,26000,Home Loan,35
C01752,35,103732,1470544,54,351939,Home Loan,176
C01753,54,99557,1161714,44,112885,No Loan,158
C01754,62,91260,1784961,7,198534,No Loan,100
C01755,64,179762,741664,1,459608,No Loan,121
C01756,60,21407,1115616,63,268132,No Loan,171
C01757,31,93568,1686532,39,205351,Home Loan,124
C01758,23,78560,1776632,19,319143,No Loan,58
C01759,26,198412,509788,31,462890,Home Loan,22
C01760,29,168866,1511440,77,240456,No Loan,98
C01761,26,170953,1895038,24,212690,No Loan,67
C01762,29,195426,1110391,69,446642,Home Loan,91
C01763,59,111288,221741,65,452040,No Loan,169
C01764,51,139020,1166365,33,113174,Home Loan,104
C01765,52,119301,1482482,59,229982,No Loan,41
C01766,61,34390,748766,33,205471,Car Loan,140
C01767,32,47307,1012536,32,60659,Personal Loan,128
C01768,28,44502,849355,59,431006,Home Loan,52
C01769,28,42486,1221220,41,245776,No Loan,167
C01770,48,131813,1238678,12,95343,No Loan,89
C01771,40,189330,335048,73,415334,Car Loan,173
C01772,27,123920,1822397,11,183097,Home Loan,115
C01773,31,102768,242469,19,384597,No Loan,86
C01774,40,161820,762596,54,59938,No Loan,112
C01775,36,82785,1738139,57,5149,No Loan,149
C01776,24,96050,1130664,42,38079,No Loan,114
C01777,26,42738,534896,71,133556,Personal Loan,179
C01778,42,94231,574955,31,448690,No Loan,119
C01779,46,93606,1633411,52,483943,No Loan,27
C01780,23,61662,944989,2,375460,Personal Loan,52
C01781,61,138313,1554388,38,310745,No Loan,116
C01782,62,35123,932366,32,248965,Personal Loan,144
C01783,34,176688,1968399,10,305953,Car Loan,63
C01784,31,31182,1288483,8,151863,No Loan,5
C01785,38,110369,867380,75,200415,Personal Loan,141
C01786,32,182403,1911888,20,157720,No Loan,113
C01787,43,197170,1111136,20,424306,No Loan,127
C01788,32,46128,906495,9,352780,No Loan,16
C01789,33,51556,1028695,72,130366,No Loan,37
C01790,45,172948,219601,15,227557,No Loan,12
C01791,39,160021,885650,63,101477,No Loan,111
C01792,56,71962,381606,21,17857,Home Loan,136
C01793,28,110054,688775,5,387449,Personal Loan,171
C01794,49,44099,941827,35,193399,Car Loan,126
C01795,52,163788,1237862,68,243588,Personal Loan,105
C01796,64,189957,285141,48,224458,No Loan,153
C01797,38,73144,1174842,62,249098,No Loan,76
C01798,26,27837,979507,35,174039,No Loan,18
C01799,38,198371,1057255,70,315853,No Loan,175
C01800,39,170231,493241,21,461164,Personal Loan,157
C01801,42,145212,1618172,39,179933,No Loan,159
C01802,57,136680,1259672,34,116839,No Loan,77
C01803,52,126802,700202,15,199790,No Loan,119
C01804,61,122413,987912,6,123307,No Loan,78
C01805,23,71012,992036,66,122850,No Loan,75
C01806,48,150193,452154,56,20948,No Loan,100
C01807,30,168178,534983,49,295926,Home Loan,74
C01808,55,78123,231812,1,181828,No Loan,119
C01809,49,131825,587787,65,344933,Personal Loan,138
C01810,35,28720,28382,28,105217,No Loan,82
C01811,53,188733,1854243,20,232103,No Loan,153
C01812,27,172192,722583,48,199460,Home Loan,25
C01813,32,170862,1711302,72,477744,Personal Loan,127
C01814,50,78655,1212115,65,460025,No Loan,144
C01815,41,113448,457532,51,138721,Home Loan,82
C01816,51,198446,1428188,43,160074,No Loan,43
C01817,44,193979,1060340,49,34723,No Loan,83
C01818,40,140507,751256,25,74314,Home Loan,150
C01819,57,54812,1691695,74,352456,Personal Loan,24
C01820,24,69570,66836,76,201157,No Loan,36
C01821,48,70901,1347643,41,212471,No Loan,111
C01822,64,80186,1308609,71,273953,Home Loan,1
C01823,40,142066,1935719,64,451385,No Loan,97
C01824,44,148364,21292,61,139374,No Loan,31
C01825,52,56160,916345,12,270244,No Loan,88
C01826,61,39156,1972694,69,199519,Car Loan,177
C01827,56,96208,1336659,14,339771,No Loan,159
C01828,54,169001,1297348,34,74635,Home Loan,36
C01829,56,115377,1072376,48,317164,Personal Loan,114
C01830,22,62863,61440,61,5663,No Loan,140
C01831,35,85439,421462,35,357584,Personal Loan,2
C01832,54,158266,656809,65,487043,Car Loan,169
C01833,56,141361,451021,59,175721,No Loan,39
C01834,26,116176,1052568,36,309280,No Loan,73
C01835,59,49777,1699191,79,246314,Car Loan,65
C01836,62,177255,1627512,19,255855,Personal Loan,59
C01837,32,178517,1955200,42,368746,No Loan,10
C01838,23,107201,455067,69,36104,Personal Loan,119
C01839,38,167270,360642,19,39137,Personal Loan,128
C01840,60,172483,821196,39,395750,Home Loan,153
C01841,41,35867,1872478,69,329906,Car Loan,41
C01842,35,82501,1834024,52,445661,No Loan,122
C01843,53,165338,174573,12,140657,No Loan,91
C01844,55,59422,1110783,47,486012,Personal Loan,61
C01845,46,186280,1115733,76,486163,No Loan,11
C01846,28,141544,1187864,36,229542,Personal Loan,154
C01847,56,182285,1731008,63,338582,No Loan,27
C01848,50,158439,1147354,76,36392,No Loan,155
C01849,43,55362,135016,51,346411,No Loan,106
C01850,62,71588,1702152,43,214396,Personal Loan,148
C01851,64,189357,173204,34,162198,Home Loan,134
C01852,34,146683,1164149,49,304629,No Loan,94
C01853,34,56307,125730,18,242479,No Loan,13
C01854,22,100280,1988941,61,307942,No Loan,166
C01855,57,170939,1117762,57,199382,Home Loan,117
C01856,25,76523,510349,5,140089,No Loan,125
C01857,58,157450,1844968,24,156772,Personal Loan,102
C01858,61,127669,23781,64,352824,No Loan,72
C01859,34,178998,1291253,59,95446,No Loan,61
C01860,59,123215,262506,38,429723,Home Loan,11
C01861,45,118707,1084702,33,178751,No Loan,37
C01862,40,164252,1291793,10,223293,No Loan,38
C01863,22,112837,420794,37,89938,No Loan,85
C01864,59,138070,1569050,11,37232,No Loan,3
C01865,26,188003,1946042,24,226671,No Loan,47
C01866,37,175086,285027,71,482877,No Loan,134
C01867,45,99872,559070,21,417236,Personal Loan,59
C01868,48,107736,1372107,20,359383,Personal Loan,167
C01869,22,25470,1725915,10,57172,Personal Loan,7
C01870,55,166025,825178,47,359449,No Loan,123
C01871,57,189579,266161,47,144818,Personal Loan,115
C01872,25,112969,71266,15,253048,Personal Loan,57
C01873,21,111493,529344,44,456753,No Loan,34
C01874,60,26523,1347177,62,4094,Personal Loan,72
C01875,32,198833,1449035,6,68466,Car Loan,114
C01876,56,51169,1501823,66,361211,No Loan,12
C01877,43,65641,1186349,76,292899,Car Loan,38
C01878,51,174062,1765317,4,226713,No Loan,83
C01879,31,49661,1759374,23,142624,No Loan,20
C01880,30,164491,340983,13,494970,No Loan,46
C01881,23,34457,1134212,31,190563,Personal Loan,1
C01882,34,87600,374841,16,412995,No Loan,43
C01883,36,123619,1120059,41,291144,Home Loan,29
C01884,30,96102,1074081,1,216711,Home Loan,127
C01885,49,53085,404769,12,447169,Personal Loan,54
C01886,30,117064,562813,56,57564,No Loan,39
C01887,32,157202,1265050,50,145174,Car Loan,96
C01888,50,125723,1149584,20,132933,Home Loan,91
C01889,61,153114,1097924,66,305718,No Loan,23
C01890,21,90134,731547,36,163754,Personal Loan,169
C01891,25,62982,274417,79,78819,Personal Loan,27
C01892,40,85185,1379956,38,353277,Personal Loan,116
C01893,28,53477,735929,22,245869,No Loan,104
C01894,63,134161,139607,61,77972,No Loan,92
C01895,32,72709,1989757,50,383381,No Loan,97
C01896,21,179788,1791960,59,356104,No Loan,178
C01897,40,98137,1160733,20,196257,Personal Loan,149
C01898,48,56018,1578772,36,336570,Car Loan,88
C01899,63,159133,1305875,15,441336,Car Loan,77
C01900,57,159681,1254801,62,38297,Personal Loan,73
C01901,57,55371,1161928,3,114147,Personal Loan,135
C01902,32,103021,1149543,5,8299,No Loan,13
C01903,57,171877,356133,56,434564,Personal Loan,44
C01904,64,27857,1612943,31,41384,No Loan,37
C01905,48,162692,217628,35,379326,No Loan,159
C01906,35,28177,116889,71,338837,Personal Loan,61
C01907,26,181183,267063,70,226371,No Loan,95
C01908,64,108578,316467,26,294831,No Loan,66
C01909,40,109941,967824,1,195649,Home Loan,60
C01910,34,31826,1014602,7,322191,No Loan,12
C01911,22,164962,357053,36,141263,No Loan,118
C01912,29,102428,1099681,76,187956,No Loan,86
C01913,57,146044,1476956,25,317055,No Loan,82
C01914,40,95020,137957,59,339447,No Loan,79
C01915,46,25495,980323,61,476663,Home Loan,46
C01916,49,48481,6049,29,356309,No Loan,110
C01917,21,162339,582569,18,100330,Home Loan,113
C01918,55,137897,1358991,41,354624,No Loan,53
C01919,26,157815,1120273,19,174798,No Loan,70
C01920,57,123475,464567,4,34623,Personal Loan,179
C01921,25,199845,1090110,65,113219,Personal Loan,71
C01922,53,77042,1146610,41,254398,Personal Loan,24
C01923,34,69476,1111673,15,214589,Car Loan,22
C01924,32,48552,1762749,54,123089,No Loan,157
C01925,62,196844,292181,64,312144,No Loan,10
C01926,40,194802,434223,72,333638,Home Loan,162
C01927,44,180020,1526270,15,473457,No Loan,26
C01928,63,89093,556566,79,358316,No Loan,116
C01929,54,89123,1717208,50,194099,No Loan,66
C01930,45,36535,1564284,22,190067,Personal Loan,46
C01931,49,86490,1051417,18,305020,No Loan,177
C01932,59,66562,979687,2,118217,No Loan,7
C01933,51,139042,1414893,36,444286,No Loan,76
C01934,63,109080,829726,20,352832,Personal Loan,169
C01935,43,61269,1651141,16,366209,No Loan,66
C01936,64,100674,985013,67,66224,No Loan,147
C01937,58,62462,9694,30,25365,Personal Loan,172
C01938,40,154199,587438,55,29663,Car Loan,34
C01939,43,43147,1645334,66,458652,Personal Loan,76
C01940,36,196600,550844,26,366754,Home Loan,147
C01941,62,97095,1249119,57,103376,No Loan,23
C01942,28,110925,578374,69,83275,No Loan,54
C01943,41,86381,679267,2,385373,No Loan,136
C01944,21,119468,777687,56,456427,Home Loan,93
C01945,28,83749,1233135,62,141981,No Loan,143
C01946,49,189744,1991373,34,60883,Home Loan,57
C01947,52,33731,1034621,56,274857,Car Loan,63
C01948,58,144647,628756,55,143686,No Loan,75
C01949,25,71024,824819,20,360241,No Loan,114
C01950,42,136712,963254,50,20734,No Loan,48
C01951,54,121121,1646466,25,423925,No Loan,28
C01952,21,23832,1992336,25,416101,No Loan,117
C01953,46,52332,1029446,53,71622,Home Loan,81
C01954,63,32467,1547433,14,78267,No Loan,6
C01955,30,61025,521304,60,479344,No Loan,76
C01956,50,164179,928098,43,406557,No Loan,121
C01957,38,97994,1580324,62,39435,Car Loan,68
C01958,37,114202,77356,76,12976,Personal Loan,89
C01959,46,63481,1894706,69,82910,Car Loan,1
C01960,28,153653,264925,63,471085,Car Loan,160
C01961,60,95118,1941754,2,398506,No Loan,175
C01962,32,144010,1594055,54,130177,No Loan,36
C01963,47,143714,613919,16,45812,No Loan,88
C01964,28,159490,250702,55,443744,No Loan,126
C01965,45,180185,801961,43,451786,Personal Loan,102
C01966,24,104363,37175,61,373985,No Loan,29
C01967,53,143607,1333395,38,187471,No Loan,40
C01968,21,83044,441374,45,441653,Personal Loan,3
C01969,39,31814,838230,51,220194,Personal Loan,82
C01970,51,119340,1910918,42,320051,Personal Loan,110
C01971,36,30024,1446120,24,120992,No Loan,166
C01972,34,129236,1734912,30,344020,Home Loan,23
C01973,25,77836,1772052,37,441939,No Loan,49
C01974,61,27435,345822,53,297799,No Loan,36
C01975,46,90601,1116397,63,245170,Home Loan,24
C01976,48,140871,515559,11,449049,Car Loan,92
C01977,22,154479,1065780,78,211168,No Loan,124
C01978,26,118943,978169,23,286141,No Loan,30
C01979,29,52940,798826,50,66876,No Loan,91
C01980,53,25666,251464,55,110233,No Loan,37
C01981,61,57122,856246,55,122660,Home Loan,126
C01982,45,138647,1087169,4,157085,No Loan,57
C01983,33,176164,964468,54,32862,Home Loan,113
C01984,29,149753,213260,61,52448,Personal Loan,49
C01985,33,143402,120064,78,481034,Personal Loan,131
C01986,51,121190,497492,5,438824,No Loan,91
C01987,61,120468,58365,18,346756,No Loan,179
C01988,31,149207,1818508,44,118849,No Loan,158
C01989,24,46505,922947,31,376204,No Loan,77
C01990,54,56713,1274087,21,171966,No Loan,141
C01991,58,63169,1545850,47,478417,Home Loan,128
C01992,24,97511,1474972,30,181721,No Loan,42
C01993,58,60522,1533447,55,62104,Home Loan,117
C01994,39,119397,211971,68,207531,No Loan,58
C01995,26,23880,966169,69,39821,Home Loan,60
C01996,54,194526,108700,41,179012,Car Loan,40
C01997,38,63539,364221,45,142007,No Loan,17
C01998,33,34799,1450257,74,482793,Home Loan,78
C01999,61,124843,73247,30,12467,Personal Loan,169
C02000,43,68784,1236207,77,404289,Home Loan,163
C02001,39,133034,161270,45,7691,Personal Loan,167
C02002,31,194405,846172,45,439754,No Loan,29
C02003,21,191900,158560,79,130115,No Loan,101
C02004,44,74362,1747451,45,155562,No Loan,10
C02005,27,73997,1563203,55,277832,No Loan,123
C02006,45,170145,1011648,59,98505,Car Loan,152
C02007,41,122399,1343618,5,50650,Personal Loan,172
C02008,35,34549,1448711,32,144901,No Loan,178
C02009,21,76920,186142,6,134158,Home Loan,170
